ds,y,month,quarter,is_holiday_spike
2016-07-19,1536.454,7,3,0
2016-07-20,89.95,7,3,0
2016-07-21,991.095,7,3,0
2016-07-22,1368.048,7,3,0
2016-07-23,654.587,7,3,0
2016-07-24,326.964,7,3,0
2016-07-25,5920.488,7,3,0
2016-07-28,2033.374,7,3,0
2016-07-29,819.154,7,3,0
2016-07-30,1770.7759999999998,7,3,0
2016-07-31,2174.1580000000004,7,3,0
2016-08-01,1124.648,8,3,0
2016-08-02,482.584,8,3,0
2016-08-03,248.82,8,3,0
2016-08-04,497.90999999999997,8,3,0
2016-08-05,197.05,8,3,0
2016-08-06,320.38800000000003,8,3,0
2016-08-07,179.97,8,3,0
2016-08-08,1115.204,8,3,0
2016-08-09,661.3539999999999,8,3,0
2016-08-11,151.82,8,3,0
2016-08-12,3951.9605,8,3,0
2016-08-13,731.524,8,3,0
2016-08-14,923.688,8,3,0
2016-08-15,1680.2659999999998,8,3,0
2016-08-16,204.54000000000002,8,3,0
2016-08-17,15.712,8,3,0
2016-08-18,496.114,8,3,0
2016-08-19,448.792,8,3,0
2016-08-20,14.78,8,3,0
2016-08-21,4798.2919999999995,8,3,0
2016-08-22,405.35,8,3,0
2016-08-23,4187.348,8,3,0
2016-08-26,4874.298,8,3,0
2016-08-27,767.9110000000001,8,3,0
2016-08-28,322.0248,8,3,0
2016-08-29,632.188,8,3,0
2016-08-30,1656.8700000000001,8,3,0
2016-08-31,23.968,8,3,0
2016-09-01,5766.152,9,3,0
2016-09-02,6792.193,9,3,0
2016-09-03,2365.596,9,3,0
2016-09-04,4532.0419999999995,9,3,0
2016-09-05,5226.348,9,3,0
2016-09-06,1313.536,9,3,0
2016-09-08,4493.9836000000005,9,3,0
2016-09-09,84.992,9,3,0
2016-09-10,2094.324,9,3,0
2016-09-11,6501.586,9,3,0
2016-09-12,2043.792,9,3,0
2016-09-13,2374.73,9,3,0
2016-09-14,1137.338,9,3,0
2016-09-15,2101.1820000000002,9,3,0
2016-09-16,425.88599999999997,9,3,0
2016-09-17,2043.126,9,3,0
2016-09-18,4751.082,9,3,0
2016-09-19,3839.312,9,3,0
2016-09-20,1232.004,9,3,0
2016-09-22,615.57,9,3,0
2016-09-23,1322.145,9,3,0
2016-09-24,2286.05,9,3,0
2016-09-25,3443.091,9,3,0
2016-09-26,2698.1665,9,3,0
2016-09-27,1992.9858,9,3,0
2016-09-28,99.136,9,3,0
2016-09-29,1307.792,9,3,0
2016-09-30,525.884,9,3,0
2016-10-01,781.414,10,4,0
2016-10-02,18452.972,10,4,0
2016-10-03,1680.696,10,4,0
2016-10-04,5912.782,10,4,0
2016-10-06,830.4000000000001,10,4,0
2016-10-07,973.712,10,4,0
2016-10-08,561.5360000000001,10,4,0
2016-10-09,546.92,10,4,0
2016-10-10,282.75300000000004,10,4,0
2016-10-11,33.064,10,4,0
2016-10-13,1650.618,10,4,0
2016-10-14,3335.888,10,4,0
2016-10-15,1620.15,10,4,0
2016-10-16,142.182,10,4,0
2016-10-17,2953.346,10,4,0
2016-10-18,307.92,10,4,0
2016-10-20,946.174,10,4,0
2016-10-21,7951.592,10,4,0
2016-10-22,188.28,10,4,0
2016-10-23,467.42199999999997,10,4,0
2016-10-24,1365.498,10,4,0
2016-10-25,783.96,10,4,0
2016-10-27,978.7900000000001,10,4,0
2016-10-28,2899.0209999999997,10,4,0
2016-10-29,131.154,10,4,0
2016-10-30,159.002,10,4,0
2016-10-31,3750.4990000000003,10,4,0
2016-11-01,453.374,11,4,1
2016-11-03,3802.7960000000003,11,4,1
2016-11-04,3888.8179999999998,11,4,1
2016-11-05,4266.8988,11,4,1
2016-11-06,773.2560000000001,11,4,1
2016-11-07,3810.464,11,4,1
2016-11-08,993.9000000000001,11,4,1
2016-11-09,479.97,11,4,1
2016-11-10,4723.478,11,4,1
2016-11-11,4944.296,11,4,1
2016-11-12,4914.938,11,4,1
2016-11-13,2945.138,11,4,1
2016-11-14,2774.0620000000004,11,4,1
2016-11-15,2145.718,11,4,1
2016-11-16,36.72,11,4,1
2016-11-17,142.684,11,4,1
2016-11-18,3958.9320000000002,11,4,1
2016-11-19,638.462,11,4,1
2016-11-20,3070.333,11,4,1
2016-11-21,1176.891,11,4,1
2016-11-22,317.044,11,4,1
2016-11-23,100.61599999999999,11,4,1
2016-11-24,6394.5380000000005,11,4,1
2016-11-25,7978.551,11,4,1
2016-11-26,8329.743,11,4,1
2016-11-27,1651.239,11,4,1
2016-11-28,3428.372,11,4,1
2016-11-29,300.592,11,4,1
2016-11-30,970.142,11,4,1
2016-12-01,7365.455,12,4,1
2016-12-02,4684.616,12,4,1
2016-12-03,5269.816,12,4,1
2016-12-04,944.2860000000001,12,4,1
2016-12-05,5267.004,12,4,1
2016-12-06,3878.276,12,4,1
2016-12-08,4709.095,12,4,1
2016-12-09,1855.483,12,4,1
2016-12-10,3459.71,12,4,1
2016-12-11,6102.25,12,4,1
2016-12-12,1981.115,12,4,1
2016-12-13,1194.088,12,4,1
2016-12-14,828.654,12,4,1
2016-12-15,2637.087,12,4,1
2016-12-16,628.5419999999999,12,4,1
2016-12-17,12185.134,12,4,1
2016-12-18,7051.35,12,4,1
2016-12-19,815.1120000000001,12,4,1
2016-12-20,134.54,12,4,1
2016-12-22,1043.128,12,4,1
2016-12-23,6965.857,12,4,1
2016-12-24,1938.26,12,4,1
2016-12-25,10488.055,12,4,1
2016-12-26,1829.418,12,4,1
2016-12-27,959.49,12,4,1
2016-12-29,1277.68,12,4,1
2016-12-30,773.774,12,4,1
2016-12-31,731.768,12,4,1
2017-01-01,1481.8280000000002,1,1,0
2017-01-02,2079.554,1,1,0
2017-01-03,2070.272,1,1,0
2017-01-06,33.74,1,1,0
2017-01-07,3395.59,1,1,0
2017-01-08,892.98,1,1,0
2017-01-09,274.491,1,1,0
2017-01-12,848.52,1,1,0
2017-01-13,4619.33,1,1,0
2017-01-14,1056.038,1,1,0
2017-01-15,2140.28,1,1,0
2017-01-16,6230.2919999999995,1,1,0
2017-01-19,2013.715,1,1,0
2017-01-20,767.838,1,1,0
2017-01-21,2546.643,1,1,0
2017-01-22,4212.372,1,1,0
2017-01-23,450.334,1,1,0
2017-01-24,418.66599999999994,1,1,0
2017-01-26,3055.2799999999997,1,1,0
2017-01-27,331.914,1,1,0
2017-01-28,1007.52,1,1,0
2017-01-29,294.842,1,1,0
2017-01-30,3749.335,1,1,0
2017-02-02,913.354,2,1,0
2017-02-03,922.327,2,1,0
2017-02-04,32.67,2,1,0
2017-02-05,2263.012,2,1,0
2017-02-06,904.354,2,1,0
2017-02-09,773.7639999999999,2,1,0
2017-02-10,227.103,2,1,0
2017-02-11,1241.516,2,1,0
2017-02-13,1058.43,2,1,0
2017-02-16,1337.442,2,1,0
2017-02-17,2964.8174,2,1,0
2017-02-18,287.326,2,1,0
2017-02-19,1314.59,2,1,0
2017-02-20,1150.29,2,1,0
2017-02-21,47.904,2,1,0
2017-02-23,117.79999999999998,2,1,0
2017-02-24,1448.676,2,1,0
2017-02-25,430.49199999999996,2,1,0
2017-02-26,2847.6459999999997,2,1,0
2017-02-28,17.62,2,1,0
2017-03-02,1450.126,3,1,0
2017-03-03,2000.1039999999998,3,1,0
2017-03-04,228.822,3,1,0
2017-03-05,1240.02,3,1,0
2017-03-06,778.236,3,1,0
2017-03-07,166.59,3,1,0
2017-03-08,843.1,3,1,0
2017-03-09,710.804,3,1,0
2017-03-10,1252.952,3,1,0
2017-03-11,1973.708,3,1,0
2017-03-12,353.28,3,1,0
2017-03-13,4791.35,3,1,0
2017-03-14,49.616,3,1,0
2017-03-16,2014.381,3,1,0
2017-03-17,542.746,3,1,0
2017-03-18,1027.758,3,1,0
2017-03-19,2166.248,3,1,0
2017-03-20,899.568,3,1,0
2017-03-21,3332.636,3,1,0
2017-03-23,14816.068,3,1,0
2017-03-24,1257.298,3,1,0
2017-03-25,3567.026,3,1,0
2017-03-26,3252.88,3,1,0
2017-03-27,2933.516,3,1,0
2017-03-28,1504.702,3,1,0
2017-03-29,81.4,3,1,0
2017-03-30,656.407,3,1,0
2017-03-31,4981.010799999999,3,1,0
2017-04-01,5972.988,4,2,0
2017-04-02,822.97,4,2,0
2017-04-03,32.528,4,2,0
2017-04-04,808.47,4,2,0
2017-04-06,114.41999999999999,4,2,0
2017-04-07,1971.2905,4,2,0
2017-04-08,6401.93,4,2,0
2017-04-09,1626.71,4,2,0
2017-04-10,755.529,4,2,0
2017-04-11,319.806,4,2,0
2017-04-12,69.66,4,2,0
2017-04-13,1345.8239999999998,4,2,0
2017-04-14,652.93,4,2,0
2017-04-15,332.338,4,2,0
2017-04-16,944.429,4,2,0
2017-04-17,3431.4590000000003,4,2,0
2017-04-20,2033.24,4,2,0
2017-04-21,1254.564,4,2,0
2017-04-22,947.692,4,2,0
2017-04-23,1199.222,4,2,0
2017-04-24,928.558,4,2,0
2017-04-25,678.113,4,2,0
2017-04-26,61.608000000000004,4,2,0
2017-04-27,576.5756,4,2,0
2017-04-28,795.296,4,2,0
2017-04-29,1053.26,4,2,0
2017-04-30,1390.1260000000002,4,2,0
2017-05-01,4108.37,5,2,0
2017-05-02,399.11,5,2,0
2017-05-03,1386.346,5,2,0
2017-05-04,1389.4050000000002,5,2,0
2017-05-05,185.123,5,2,0
2017-05-06,3183.3698,5,2,0
2017-05-07,2549.468,5,2,0
2017-05-08,3658.5540000000005,5,2,0
2017-05-09,1078.222,5,2,0
2017-05-11,449.469,5,2,0
2017-05-12,970.384,5,2,0
2017-05-13,3066.378,5,2,0
2017-05-14,4182.062,5,2,0
2017-05-15,421.264,5,2,0
2017-05-16,221.024,5,2,0
2017-05-18,1830.508,5,2,0
2017-05-19,4919.182,5,2,0
2017-05-20,2997.578,5,2,0
2017-05-21,538.02,5,2,0
2017-05-22,336.56199999999995,5,2,0
2017-05-23,241.436,5,2,0
2017-05-25,886.026,5,2,0
2017-05-26,270.24,5,2,0
2017-05-27,2084.908,5,2,0
2017-05-28,1480.103,5,2,0
2017-05-29,691.108,5,2,0
2017-05-30,736.8904,5,2,0
2017-06-01,5058.362,6,2,0
2017-06-02,135.70600000000002,6,2,0
2017-06-03,2952.036,6,2,0
2017-06-04,279.414,6,2,0
2017-06-05,491.11199999999997,6,2,0
2017-06-06,31.349999999999998,6,2,0
2017-06-08,2227.038,6,2,0
2017-06-09,939.1329999999999,6,2,0
2017-06-10,2513.3430000000003,6,2,0
2017-06-11,1580.894,6,2,0
2017-06-12,1679.968,6,2,0
2017-06-13,1156.018,6,2,0
2017-06-15,4057.51,6,2,0
2017-06-16,2724.194,6,2,0
2017-06-17,3896.672,6,2,0
2017-06-18,1031.1555,6,2,0
2017-06-19,2115.941,6,2,0
2017-06-20,1028.228,6,2,0
2017-06-21,595.656,6,2,0
2017-06-22,579.019,6,2,0
2017-06-24,1287.614,6,2,0
2017-06-25,1508.3519999999999,6,2,0
2017-06-26,4224.136,6,2,0
2017-06-27,1644.906,6,2,0
2017-06-29,4521.9912,6,2,0
2017-06-30,4721.977,6,2,0
2017-07-01,639.83,7,3,0
2017-07-02,169.192,7,3,0
2017-07-03,6963.4039999999995,7,3,0
2017-07-05,476.35400000000004,7,3,0
2017-07-06,380.37800000000004,7,3,0
2017-07-07,1620.25,7,3,0
2017-07-08,1980.2640000000001,7,3,0
2017-07-09,1671.214,7,3,0
2017-07-10,359.21399999999994,7,3,0
2017-07-11,1728.892,7,3,0
2017-07-12,3.816,7,3,0
2017-07-13,504.542,7,3,0
2017-07-14,3598.9339999999997,7,3,0
2017-07-15,2132.229,7,3,0
2017-07-16,316.636,7,3,0
2017-07-17,2191.873,7,3,0
2017-07-18,2106.794,7,3,0
2017-07-20,2283.208,7,3,0
2017-07-21,3685.944,7,3,0
2017-07-22,556.3140000000001,7,3,0
2017-07-23,898.188,7,3,0
2017-07-24,2399.96,7,3,0
2017-07-25,798.742,7,3,0
2017-07-26,2012.3020000000001,7,3,0
2017-07-27,1142.68,7,3,0
2017-07-28,1170.5639999999999,7,3,0
2017-07-29,1391.294,7,3,0
2017-07-30,523.376,7,3,0
2017-07-31,1558.028,7,3,0
2017-08-01,2085.65,8,3,0
2017-08-03,531.348,8,3,0
2017-08-04,20.07,8,3,0
2017-08-05,503.676,8,3,0
2017-08-06,1424.026,8,3,0
2017-08-07,3479.624,8,3,0
2017-08-10,1823.0700000000002,8,3,0
2017-08-11,708.726,8,3,0
2017-08-12,3693.084,8,3,0
2017-08-13,2643.164,8,3,0
2017-08-14,440.736,8,3,0
2017-08-15,1949.872,8,3,0
2017-08-16,80.564,8,3,0
2017-08-17,9517.287999999999,8,3,0
2017-08-18,7078.4839999999995,8,3,0
2017-08-19,512.446,8,3,0
2017-08-20,692.95,8,3,0
2017-08-21,8551.054,8,3,0
2017-08-22,524.54,8,3,0
2017-08-23,4590.344,8,3,0
2017-08-24,685.0560000000002,8,3,0
2017-08-25,361.988,8,3,0
2017-08-26,190.66,8,3,0
2017-08-27,6190.538,8,3,0
2017-08-28,1443.6319999999998,8,3,0
2017-08-29,235.46800000000002,8,3,0
2017-08-31,3162.83,8,3,0
2017-09-01,1261.81,9,3,0
2017-09-02,9354.854,9,3,0
2017-09-03,1595.849,9,3,0
2017-09-04,5360.202,9,3,0
2017-09-05,327.044,9,3,0
2017-09-07,3848.565,9,3,0
2017-09-08,2184.327,9,3,0
2017-09-09,4356.061,9,3,0
2017-09-10,2506.646,9,3,0
2017-09-11,5564.006,9,3,0
2017-09-12,491.54999999999995,9,3,0
2017-09-13,15.92,9,3,0
2017-09-14,4367.347,9,3,0
2017-09-15,7285.026,9,3,0
2017-09-16,849.65,9,3,0
2017-09-17,4979.226,9,3,0
2017-09-18,1511.93,9,3,0
2017-09-19,1648.188,9,3,0
2017-09-20,7359.918,9,3,0
2017-09-21,338.172,9,3,0
2017-09-22,7871.213,9,3,0
2017-09-23,2395.786,9,3,0
2017-09-24,6450.4619999999995,9,3,0
2017-09-25,1412.213,9,3,0
2017-09-26,1486.576,9,3,0
2017-09-28,559.271,9,3,0
2017-09-29,1944.08,9,3,0
2017-09-30,540.76,9,3,0
2017-10-01,2978.466,10,4,0
2017-10-02,5418.022,10,4,0
2017-10-03,2504.48,10,4,0
2017-10-04,19.98,10,4,0
2017-10-05,6684.616,10,4,0
2017-10-06,1499.652,10,4,0
2017-10-07,2749.21,10,4,0
2017-10-08,608.356,10,4,0
2017-10-09,1496.589,10,4,0
2017-10-10,239.358,10,4,0
2017-10-12,5635.354,10,4,0
2017-10-13,8405.802,10,4,0
2017-10-14,134.332,10,4,0
2017-10-15,1017.94,10,4,0
2017-10-16,3473.5969999999998,10,4,0
2017-10-17,126.352,10,4,0
2017-10-19,2781.8702000000003,10,4,0
2017-10-20,1333.858,10,4,0
2017-10-21,4537.201,10,4,0
2017-10-22,15158.877,10,4,0
2017-10-23,3352.3940000000002,10,4,0
2017-10-24,529.0849999999999,10,4,0
2017-10-26,999.868,10,4,0
2017-10-27,1086.32,10,4,0
2017-10-28,408.726,10,4,0
2017-10-29,46.96,10,4,0
2017-10-30,4025.7299999999996,10,4,0
2017-10-31,523.928,10,4,0
2017-11-01,2921.43,11,4,1
2017-11-02,6294.386,11,4,1
2017-11-03,4536.937,11,4,1
2017-11-04,10668.096,11,4,1
2017-11-05,2355.064,11,4,1
2017-11-06,4288.75,11,4,1
2017-11-07,2413.378,11,4,1
2017-11-08,384.1,11,4,1
2017-11-09,4751.492,11,4,1
2017-11-10,4007.5480000000002,11,4,1
2017-11-11,1815.2179999999998,11,4,1
2017-11-12,2911.386,11,4,1
2017-11-13,6633.4202000000005,11,4,1
2017-11-14,834.6579999999999,11,4,1
2017-11-15,559.2,11,4,1
2017-11-16,4755.234,11,4,1
2017-11-17,13694.8828,11,4,1
2017-11-18,1469.756,11,4,1
2017-11-19,7397.272,11,4,1
2017-11-20,2988.274,11,4,1
2017-11-21,2236.1839999999997,11,4,1
2017-11-22,35.712,11,4,1
2017-11-23,1153.109,11,4,1
2017-11-24,4959.641,11,4,1
2017-11-25,3666.157,11,4,1
2017-11-26,5048.1720000000005,11,4,1
2017-11-27,1618.254,11,4,1
2017-11-28,6912.944,11,4,1
2017-11-29,491.888,11,4,1
2017-11-30,6645.282,11,4,1
2017-12-01,5331.178,12,4,1
2017-12-02,9951.182,12,4,1
2017-12-03,1403.842,12,4,1
2017-12-04,2639.638,12,4,1
2017-12-05,1453.136,12,4,1
2017-12-06,10.68,12,4,1
2017-12-07,2916.514,12,4,1
2017-12-08,7643.041,12,4,1
2017-12-09,5470.39,12,4,1
2017-12-10,3873.5589999999997,12,4,1
2017-12-11,2823.965,12,4,1
2017-12-13,580.936,12,4,1
2017-12-14,3897.714,12,4,1
2017-12-15,306.88800000000003,12,4,1
2017-12-16,858.702,12,4,1
2017-12-17,2027.758,12,4,1
2017-12-18,3645.911,12,4,1
2017-12-19,1895.926,12,4,1
2017-12-20,377.736,12,4,1
2017-12-21,2140.94,12,4,1
2017-12-22,7442.021,12,4,1
2017-12-23,1926.776,12,4,1
2017-12-24,6233.054,12,4,1
2017-12-25,2698.927,12,4,1
2017-12-26,814.5939999999999,12,4,1
2017-12-27,177.636,12,4,1
2017-12-28,1657.3508000000002,12,4,1
2017-12-29,2915.534,12,4,1
2017-12-30,713.7900000000001,12,4,1
